brand_name,generic_name,num_mfr,spend_2019,claims_2019,benes_2019,unit_cost_2019,spend_2020,claims_2020,benes_2020,unit_cost_2020,spend_2021,claims_2021,benes_2021,unit_cost_2021,spend_2022,claims_2022,benes_2022,unit_cost_2022,spend_2023,claims_2023,benes_2023,unit_cost_2023,growth_rate
Allzital,Butalbital/Acetaminophen,1,,,148.0,,,,67.0,,8213.75,38.0,30.0,4.2470268873,7868.68,51.0,28.0,3.899246779,3463.59,18,17.0,4.0274302326,-0.026196104
Almotriptan Malate,Almotriptan Malate,2,1962197.85,6221.0,1529.0,24.119544251,1773512.78,5773.0,1431.0,22.423783146,1685484.9,5407.0,1362.0,22.360439624,1799861.65,5165.0,1363.0,24.037286677,1749909.45,4839,1289.0,24.217339157,0.0010121104
Alogliptin,Alogliptin Benzoate,1,9623213.96,42469.0,12233.0,5.983117059,16588328.76,69673.0,16442.0,6.0250268968,17733480.54,79751.0,20204.0,5.8384234578,16296515.09,78497.0,19379.0,5.8588442886,14741684.07,67811,17642.0,5.8595459668,-0.005203803
Alogliptin-Metformin,Alogliptin Benz/Metformin HCl,1,1606779.13,7582.0,1999.0,2.820024877,1021109.17,3977.0,1562.0,3.031543856,1255547.56,5096.0,1772.0,2.9511185313,1278295.65,5341.0,1836.0,2.9245752946,1114803.15,4499,1503.0,2.861721974,0.0036761972
Alogliptin-Pioglitazone,Alogliptin Benz/Pioglitazone,1,1100715.52,3693.0,996.0,6.134304264,730832.6,2326.0,684.0,6.0962553978,621431.09,1834.0,549.0,6.1089908143,500283.72,1426.0,356.0,6.0977818556,401484.32,1227,310.0,5.846150221,-0.011956275
Alomide,Lodoxamide Tromethamine,2,118084.81,543.0,249.0,17.238658394,111090.89,486.0,201.0,17.196732198,101314.34,446.0,177.0,17.378102916,99376.53,429.0,178.0,17.745808929,106886.59,409,190.0,20.242657617,0.0409767182
Alosetron HCl,Alosetron HCl,6,14829828.34,11152.0,2291.0,22.15960236,14308125.35,11171.0,2158.0,21.008341727,13711783.9,11569.0,2283.0,19.951026539,13454441.71,10982.0,2173.0,19.870479026,12657281.15,11107,2223.0,17.808650806,-0.053180347
Alphagan P,Brimonidine Tartrate,1,210001980.74,703527.0,165853.0,32.021188332,204587977.26,640148.0,149433.0,33.676030089,202241701.18,589841.0,141047.0,35.931259949,201793298.22,550005.0,131052.0,38.042286954,181159172.39,467710,118782.0,40.529896793,0.0606803255
Alprazolam,Alprazolam,5,68158161.35,9270331.0,2397981.0,0.1199554813,99903660.98,12157557.0,2305495.0,0.1362143434,118549289.76,11911065.0,2276823.0,0.1651290205,103348590.83,11711856.0,2266628.0,0.1486662971,77541549.73,11580749,2265351.0,0.1156398833,-0.00911812
Alprazolam ER,Alprazolam,2,2057271.37,50067.0,9661.0,0.8573999538,1613007.52,41771.0,8042.0,0.8041722315,1673614.61,43192.0,7987.0,0.8024259787,2099026.09,49732.0,9560.0,0.8862860358,2321692.42,54581,10625.0,0.8835241977,0.0075317671
Alprazolam Intensol,Alprazolam,1,53181.2,367.0,173.0,3.0226036546,52730.68,352.0,166.0,3.1310896028,25615.89,228.0,133.0,2.9487613676,34955.1,298.0,146.0,2.9546595664,46833.81,420,229.0,3.0604332484,0.0031143127
Alprazolam ODT,Alprazolam,2,746321.62,7539.0,2726.0,1.6124607505,632296.9,7094.0,2597.0,1.5507737242,584266.17,6972.0,2572.0,1.4304049283,591018.15,7203.0,2758.0,1.4414624833,584536.05,7519,2780.0,1.4005492989,-0.034611075
Alprazolam XR,Alprazolam,1,663470.79,18413.0,4509.0,0.7139195091,842657.6,24581.0,5189.0,0.6974648255,783785.74,22795.0,4772.0,0.7037146515,722514.13,20064.0,4844.0,0.7382841328,506912.24,14597,3734.0,0.725237265,0.003939901
Alrex,Loteprednol Etabonate,1,11805100.88,38446.0,17973.0,45.239804863,9764844.53,30393.0,13857.0,48.406714735,10098000.9,29355.0,14097.0,51.569087659,10734692.06,28401.0,13897.0,55.306381205,10907859.87,26614,13226.0,59.223589132,0.0696544447
Altabax,Retapamulin,1,,,,,82491.13,169.0,124.0,20.910299113,79813.02,155.0,123.0,21.455112903,87935.06,156.0,125.0,21.874393035,74401.45,122,89.0,23.178021807,0.0349166498
Altace,Ramipril,1,5216070.64,9279.0,2030.0,6.5237015031,4696888.02,7992.0,1719.0,6.5100503139,3761562.58,6352.0,1442.0,6.5726794325,2225990.37,3764.0,903.0,6.6802648093,1723145.47,2732,634.0,7.0994103316,0.0213675347
Altavera,Levonorgestrel/Ethin.Estradiol,1,27487.69,1111.0,382.0,0.5370262772,29958.99,1109.0,369.0,0.5566929909,78277.35,2624.0,752.0,0.4932348049,85980.04,3406.0,882.0,0.4294085272,79683.05,3209,759.0,0.4185275935,-0.060423513
Altoprev,Lovastatin,1,1742359.37,1273.0,368.0,31.1070558,1781972.53,1258.0,304.0,32.204544669,1734180.05,1227.0,326.0,32.75954493,1615227.72,994.0,294.0,36.463220011,761791.22,508,182.0,37.105587339,0.0450693252
Altreno,Tretinoin,1,55207.57,469.0,398.0,2.5570898564,65856.16,552.0,434.0,2.5491062512,78857.16,786.0,577.0,2.5698927815,83038.63,824.0,573.0,2.5929314598,84389.13,880,544.0,2.6199667805,0.0060914281
Alunbrig,Brigatinib,1,14483936.9,868.0,153.0,478.7183691,15825267.71,939.0,144.0,479.23814755,19416969.7,1127.0,176.0,507.15481034,27828145.31,1539.0,218.0,517.29681732,33349882.06,1733,237.0,544.2368717,0.0325877471
Alvesco,Ciclesonide,1,20730250.8,145378.0,73653.0,11.929101479,30903953.29,219154.0,84373.0,11.554128593,31974256.19,207443.0,79758.0,12.063590309,33342211.4,215905.0,85738.0,12.035914613,35011916.5,219496,88457.0,12.571513646,0.013199483
Alyacen,Norethindrone-Ethin. Estradiol,1,160799.04,5349.0,1243.0,0.6531809902,189208.05,6066.0,1303.0,0.6589943646,199928.62,6501.0,1384.0,0.661430877,179155.3,5717.0,1170.0,0.6719854246,143415.45,4665,1056.0,0.6230104199,-0.011753139
Alymsys,Bevacizumab-Maly,1,,,,,,,,,,,,,,,,,485558.27,107,19.0,187.90954721,
Alyq,Tadalafil,1,24442360.54,11124.0,1713.0,35.730997506,28997095.48,15353.0,2018.0,30.331150471,7380539.36,3969.0,1521.0,29.833138071,712899.37,500.0,112.0,23.264672845,1599603.18,1242,419.0,19.705613551,-0.138240251
Amabelz,Estradiol/Norethindrone Acet,1,825165.37,4650.0,1564.0,2.4500551975,573345.74,3567.0,1155.0,2.1268991444,523412.38,3600.0,1222.0,1.935429836,175695.58,1016.0,361.0,2.2629205651,68849.35,449,208.0,2.0082887721,-0.048491718
Amantadine,Amantadine HCl,18,37565004.95,493408.0,96191.0,0.9551598276,35652462.9,488195.0,92849.0,0.8789795701,34290122.98,471399.0,92465.0,0.8531195501,32310178.53,473797.0,92947.0,0.8347714407,31456706.27,500027,98048.0,0.733263021,-0.063956711
Amaryl,Glimepiride,1,1022041.6,3901.0,852.0,2.9911280127,936987.03,3262.0,731.0,2.9689353456,800348.07,2559.0,596.0,3.0441576827,660714.59,1980.0,458.0,3.1478251723,197207.8,664,315.0,3.1903533522,0.016250908
Ambien,Zolpidem Tartrate,1,13087918.15,20683.0,3557.0,17.219992403,12961929.89,18934.0,3203.0,18.434537111,12822930.26,17498.0,2934.0,19.592501254,12634405.62,16372.0,2787.0,20.629308589,12138036.35,14902,2421.0,21.934326718,0.062362759
Ambien Cr,Zolpidem Tartrate,1,7409290.91,11840.0,1696.0,16.801515708,7662022.75,11069.0,1703.0,17.993230206,7695945.78,10525.0,1523.0,19.191484792,5838738.55,7687.0,1310.0,20.457747241,5862427.17,7010,1089.0,21.714525739,0.0662289533
Ambisome,Amphotericin B Liposome,1,1397988.6,618.0,154.0,103.87402757,1682796.84,652.0,155.0,76.369788766,1974072.89,693.0,185.0,73.640641344,2022791.91,660.0,147.0,85.403886678,1411629.84,463,144.0,235.7943174,0.2274578589
Ambrisentan,Ambrisentan,6,121108501.27,22452.0,4717.0,174.08438298,259678242.58,50989.0,6051.0,162.73891458,252636295.38,55761.0,6433.0,146.12239419,248820986.75,56867.0,6414.0,140.30544071,246059319.42,58120,6456.0,136.04324926,-0.05978041
Amcinonide,Amcinonide,1,243326.37,701.0,374.0,5.3120399266,161625.33,507.0,258.0,5.5032544544,123410.35,390.0,236.0,5.3425967173,109698.03,336.0,176.0,5.361585044,10394.33,39,30.0,5.6030010315,0.0134208681
Amethia,L-Norgest/E.Estradiol-E.Estrad,1,60776.52,440.0,208.0,1.5400106423,58349.5,433.0,238.0,1.4949144292,36046.88,344.0,172.0,1.1415549292,16293.01,180.0,94.0,0.9742875082,1970.89,21,18.0,1.0313396128,-0.095373107
Amethyst,Levonorgestrel/Ethin.Estradiol,2,55136.94,820.0,173.0,1.4321283117,50941.13,694.0,167.0,1.4473556654,41429.63,606.0,141.0,1.3282133239,44650.58,587.0,147.0,1.3771692061,37735.32,508,132.0,1.382030897,-0.008862392
Amicar,Aminocaproic Acid,1,3647619.13,1317.0,603.0,17.029419793,988283.28,346.0,182.0,15.91083155,549561.6,173.0,80.0,17.336259042,370241.84,111.0,57.0,18.093728581,60109.2,24,17.0,18.306786827,0.0182468336
Amikacin Sulfate,Amikacin Sulfate,6,1478422.98,13442.0,4410.0,2.5814099608,1321260.21,11600.0,3453.0,2.5618974752,1166913.46,11338.0,2855.0,2.5344193304,1105231.56,11414.0,2827.0,1.9902829435,1242131.44,12098,2801.0,1.8730142193,-0.077065197
Amiloride HCl,Amiloride HCl,3,2284346.77,100314.0,24310.0,0.2671567798,2263129.03,102774.0,24351.0,0.2445783765,2205250.12,102241.0,25199.0,0.2374213122,2148445.86,104574.0,25498.0,0.2260914871,2205277.57,107631,26467.0,0.2226652727,-0.044520063
Amiloride-Hydrochlorothiazide,Amiloride/Hydrochlorothiazide,2,1635456.59,56639.0,14877.0,0.4209870062,1569370.33,50296.0,12508.0,0.4285015816,1441627.13,45061.0,11689.0,0.4269777996,1293680.63,40770.0,10662.0,0.4218123527,1272225.53,37066,9760.0,0.4544167416,0.0192868186
Aminocaproic Acid*,Aminocaproic Acid,10,2761790.98,1340.0,711.0,19.699078845,3752281.11,2093.0,1012.0,16.39399391,3501952.46,2265.0,1090.0,14.371997123,3000826.03,2196.0,1083.0,12.467376559,2509887.17,2278,1119.0,9.5173015148,-0.166286224
Amiodarone HCl*,Amiodarone HCl,10,75273454.47,2619142.0,682421.0,0.5369015444,74538952.51,2539515.0,670196.0,0.5363650834,76845911.24,2412218.0,679995.0,0.5655457068,81190728.42,2676722.0,747504.0,0.5413064021,84840880.61,2846973,797134.0,0.5219104578,-0.007054673
Amitiza,Lubiprostone,1,288899192.73,712706.0,156778.0,6.2983728082,279322814.46,660163.0,141580.0,6.3276061633,89363649.54,208506.0,68150.0,6.3132519151,23146169.66,49839.0,15670.0,6.2590490139,8420704.79,18592,5736.0,6.2455502985,-0.002103299
Amitriptyline HCl,Amitriptyline HCl,11,88512507.29,3588992.0,796889.0,0.3925213014,87950846.74,3728901.0,806659.0,0.3691689875,83445121.26,3685675.0,831271.0,0.348917705,80576804.01,3633608.0,827213.0,0.3348950437,74066593.54,3644206,838449.0,0.3054067958,-0.06080912
Amjevita(Cf),Adalimumab-Atto,1,,,,,,,,,,,,,,,,,8114643.05,3317,600.0,1135.0117141,
Amjevita(Cf) Autoinjector,Adalimumab-Atto,2,,,,,,,,,,,,,,,,,32245872.67,13591,2696.0,1084.8806721,
Amlodipine Besylate,Amlodipine Besylate,22,308094491.76,42045552.0,9543445.0,0.1102688236,306806677.19,43262862.0,9960296.0,0.1018813031,310020673.56,44200139.0,10568657.0,0.0984749758,343044753.94,45742421.0,11066414.0,0.103596535,407233375.11,47534118,11575402.0,0.1169233848,0.014757242
Amlodipine Besylate-Benazepril,Amlodipine Besylate/Benazepril,5,55420074.59,1755058.0,413600.0,0.4457990981,42714279.8,1715322.0,403995.0,0.3321387559,43673603.47,1677249.0,413240.0,0.3389433124,39079173.56,1673004.0,416414.0,0.2998861886,42438721.39,1663338,419160.0,0.3257429524,-0.075442426
Amlodipine-Atorvastatin,Amlodipine/Atorvastatin,5,28548294.27,97932.0,24663.0,4.1619492575,27485846.01,97047.0,24281.0,3.9367017247,26066195.57,96192.0,24706.0,3.7164323149,25958175.37,96507.0,24884.0,3.671547683,25264350.53,97210,25230.0,3.6074566152,-0.035113825
Amlodipine-Olmesartan,Amlodipine Bes/Olmesartan Med,8,23678345.78,196837.0,54195.0,1.9005138523,20203401.66,191727.0,52362.0,1.5608239866,19119143.79,194980.0,50796.0,1.3737290746,18188658.29,221750.0,58802.0,1.1323232327,21499825.69,276389,74543.0,1.0727933873,-0.133215249
Amlodipine-Valsartan,Amlodipine Besylate/Valsartan,6,11565298.33,173306.0,62859.0,1.0186311267,15388595.33,236797.0,64578.0,0.9434633717,19480626.52,288899.0,74823.0,0.9304324448,23200389.65,323576.0,84226.0,0.968076529,29119822.71,368345,97478.0,1.0543863568,0.0086621139
Amlodipine-Valsartan-HCTZ,Amlodipine/Valsartan/HCThiazid,2,7186191.9,44601.0,15981.0,2.4062890314,9144252.95,52661.0,16245.0,2.4865164793,1797845.04,11573.0,7594.0,2.6145171604,1537908.07,3447.0,2095.0,6.593013929,6011053.97,14398,5139.0,6.1840894334,0.2661407676
Ammonium Lactate,Ammonium Lactate,2,26957673.13,1055694.0,429669.0,0.0821978682,26101139.05,990462.0,393248.0,0.0829895206,27431084.37,1077262.0,446240.0,0.0802997809,29242572.02,1132675.0,477551.0,0.0811938798,28815046.31,1135009,491025.0,0.0784629064,-0.011558527
Amnesteem,Isotretinoin,1,388757.38,1397.0,608.0,6.0508169817,372044.64,1665.0,704.0,4.9224806732,480559.67,2264.0,872.0,4.8223989428,414544.92,2042.0,794.0,4.5324538865,382008.79,1778,862.0,4.7000852963,-0.061200325
Amondys-45,Casimersen,1,,,,,,,,,4432004.25,66.0,,798.84719719,10009061.05,157.0,,825.83011964,13621714.26,199,,833.23429533,0.0212961872
Amoxapine,Amoxapine,1,315060.83,4047.0,818.0,1.0118393057,223170.28,2934.0,683.0,1.0632217481,192816.21,2271.0,462.0,1.1950790995,185889.22,2228.0,431.0,1.1598216655,195862.7,2152,450.0,1.2169192081,0.047219089
Amoxicillin,Amoxicillin,10,33418946.37,7772311.0,5421230.0,0.2021794954,28330157.16,6926819.0,4827857.0,0.1906782316,29662628.59,7696890.0,5288322.0,0.1847977403,34937218.32,8338011.0,5728765.0,0.2036123983,34395187.12,9026776,6202496.0,0.1866108378,-0.019833312
Amoxicillin-Clavulanate Pot ER,Amoxicillin/Potassium Clav,1,2156943.71,15062.0,13452.0,5.2314401752,2187170.05,14445.0,12676.0,5.5769688076,1937681.56,12968.0,11407.0,5.605582087,2092810.64,14311.0,12527.0,5.6548923838,1770208.71,12505,10899.0,5.4905685325,0.0121596344
Amoxicillin-Clavulanate Potass,Amoxicillin/Potassium Clav,11,67046559.46,5396287.0,4136011.0,0.6412503097,57553847.3,4578365.0,3467319.0,0.6491847827,57972171.82,4761123.0,3635653.0,0.6341131509,75538453.47,5777304.0,4416526.0,0.6969660019,78161559.83,6825440,5205096.0,0.6201976773,-0.008310678
Amphetamine Sulfate,Amphetamine Sulfate,4,144311.08,353.0,142.0,5.0697935464,160316.05,474.0,138.0,4.1686928052,177550.84,650.0,146.0,3.3480931123,169421.34,723.0,177.0,2.968549371,182383.7,832,203.0,2.7981323496,-0.138074966
Amphotericin B,Amphotericin B,1,125991.06,500.0,177.0,4.6489467728,120971.18,467.0,149.0,7.2309796367,87641.35,379.0,112.0,3.5720949664,69253.68,263.0,87.0,6.047696103,2147.6,50,12.0,4.4556016598,-0.010563458
Amphotericin B Liposome,Amphotericin B Liposome,2,,,,,,,,,,,,,371248.53,107.0,48.0,30.788668232,971326.84,381,142.0,123.73568591,3.0188710009
Ampicillin Sodium*,Ampicillin Sodium,15,3259347.18,17197.0,3232.0,3.6820318622,3711744.28,18650.0,3438.0,3.4652060149,4089802.3,21369.0,3699.0,3.1128946489,4297897.57,20550.0,3666.0,4.2894103659,4689949.42,20847,3864.0,3.7290349282,0.0031762164
Ampicillin Trihydrate,Ampicillin Trihydrate,2,1658972.03,122268.0,93802.0,0.4627017899,1529884.59,103460.0,77156.0,0.4933414784,1451238.28,99517.0,75081.0,0.4936749661,1379809.09,94470.0,71505.0,0.4985836878,1279290.81,88047,67296.0,0.4900471521,0.0144582363
Ampicillin-Sulbactam*,Ampicillin Sod/Sulbactam Sod,11,1324010.35,9332.0,2371.0,1.6094219889,2258055.91,15046.0,3410.0,1.3007372504,2275683.57,15986.0,3430.0,3.3014206489,2752113.97,17985.0,3759.0,2.3766721908,2752981.81,18442,3883.0,2.1057102776,0.0695034049
Ampyra,Dalfampridine,1,102231983.19,30022.0,5121.0,47.246786856,72053832.86,17842.0,2808.0,50.611472677,55939976.4,12987.0,2275.0,55.194083555,48646408.57,9969.0,1438.0,61.217086239,44351231.76,7905,1179.0,67.879170413,0.0948158138
Amrix,Cyclobenzaprine HCl,1,3025391.68,1884.0,583.0,39.356403005,1243842.52,657.0,124.0,41.839008644,844797.58,370.0,78.0,46.934379731,593871.81,227.0,44.0,51.372718769,577359.9,202,38.0,54.188205455,0.0832341483
Amvuttra,Vutrisiran Sodium,1,,,,,,,,,,,,,11434837.68,98.0,68.0,233364.03429,67368549.29,562,195.0,239745.72701,0.0273465135
Amzeeq,Minocycline HCl,2,,,,,254027.12,489.0,290.0,16.378279819,358831.31,687.0,400.0,16.545154463,310710.05,601.0,336.0,16.813093442,360169.75,689,380.0,16.932917774,0.0111630028
Anafranil,Clomipramine HCl,1,1508652.57,441.0,82.0,35.967462097,1390951.01,416.0,69.0,35.407994153,1302136.99,341.0,54.0,36.859043064,1373335.38,343.0,56.0,37.388170018,1057491.7,230,43.0,37.468911836,0.010276664
Anagrelide HCl,Anagrelide HCl,2,10449447.22,36863.0,6997.0,2.8582644997,11756890.31,26197.0,5564.0,4.6979946379,11739481.77,27254.0,5438.0,4.0052130806,9974825.3,27587.0,5492.0,3.2757605971,7655202.16,28439,5658.0,2.4671844498,-0.036115934
Analpram HC*,Hydrocortisone/Pramoxine,1,25963.2,83.0,69.0,5.8423487351,22767.28,64.0,46.0,6.1430163578,21196.32,55.0,45.0,6.5784030601,17978.73,41.0,35.0,6.7502605443,10677.95,35,27.0,5.7883905338,-0.002316966
Anaspaz,Hyoscyamine Sulfate,1,4760.85,327.0,178.0,0.2264375743,2809.46,162.0,75.0,0.2581512451,3406.57,175.0,62.0,0.2740603379,3875.06,159.0,49.0,0.2733921264,536.82,29,14.0,0.2788675325,0.05344621
Anastrozole,Anastrozole,12,33004434.25,1479632.0,341577.0,0.3741245983,37968039.36,1537927.0,357412.0,0.3924815096,41932486.43,1537397.0,378121.0,0.4241841323,40541250.28,1571568.0,393569.0,0.3989539495,44081081.13,1612733,409158.0,0.4209386499,0.0299132254
Androderm,Testosterone,1,20873369.89,26813.0,7257.0,17.782626364,20122186.15,25792.0,6233.0,17.598822182,19371913.11,23882.0,5863.0,17.867385663,18428172.31,22514.0,5619.0,17.981569275,3067482.43,4059,2562.0,17.524620763,-0.003647118
Androgel,Testosterone,2,47232562.84,46346.0,14530.0,7.0197256394,16306003.93,14531.0,3618.0,7.6069769549,11136663.33,9537.0,2177.0,7.7767689696,7361393.71,6402.0,1603.0,7.8312421527,5098372.54,4231,1043.0,8.210531093,0.0399507631
Angeliq,Drospirenone/Estradiol,1,305798.96,921.0,231.0,6.622510547,343106.53,985.0,257.0,6.6232174635,351623.78,915.0,255.0,6.7202571566,393366.67,1009.0,275.0,6.8465859273,426668.74,1081,275.0,6.9000123875,0.0103150047
Annovera,Segesterone Ac/Ethin Estradiol,1,,,,,57227.84,28.0,28.0,2043.8514286,127233.95,59.0,57.0,2156.5076271,146413.75,64.0,61.0,2287.7148437,110514.6,45,44.0,2455.88,0.0631289384
Anoro Ellipta,Umeclidinium Brm/Vilanterol Tr,1,825920277.27,1599052.0,360112.0,6.9251509608,1002343776.1,1830197.0,375201.0,7.1465070389,912370401.83,1593170.0,338712.0,7.4583445654,866849124.47,1439975.0,297142.0,7.7761791437,872959569.63,1390293,294512.0,8.0721430538,0.039058265
Antivert,Meclizine HCl,1,,,,,,,,,5874.65,39.0,29.0,3.5733880779,35770.1,218.0,177.0,3.4440050729,2055.09,24,23.0,2.4458451063,-0.172678362
Anusol-HC,Hydrocortisone,1,57452.59,455.0,313.0,3.5286603979,37089.98,234.0,153.0,3.871605428,23747.42,139.0,102.0,4.0803127148,28449.19,154.0,102.0,4.4597847642,37876.0,215,133.0,4.6299216448,0.0702640664
Apexicon E,Diflorasone Diacet/Emollient,1,,,196.0,,,,155.0,,,,128.0,,,,74.0,,68974.9,56,34.0,19.820373563,
Apidra,Insulin Glulisine,1,5352750.9,6116.0,1561.0,27.783405481,4528780.01,4628.0,1146.0,27.778472999,3769932.12,3667.0,931.0,28.127524584,3030249.52,2762.0,747.0,28.418358061,2769322.05,2457,676.0,28.623483721,0.0074749421
Apidra Solostar,Insulin Glulisine,1,14012558.62,15651.0,4507.0,35.971696702,12268554.96,13373.0,3646.0,36.013546916,10338190.91,10386.0,2948.0,36.30722166,9202504.08,8899.0,2536.0,36.659711503,8643474.58,8200,2418.0,37.095342973,0.0077193943
Aplenzin,Bupropion HBr,1,10836430.96,2894.0,504.0,101.00755779,14066001.75,3409.0,527.0,108.17761553,15275568.29,3477.0,575.0,115.32106169,18340970.48,3997.0,678.0,121.62262414,20280825.25,4330,741.0,124.96433562,0.054649263
Apokyn,Apomorphine HCl,1,97842530.32,4423.0,1227.0,369.37041912,107272822.69,4543.0,1097.0,383.50483771,91670090.42,3688.0,884.0,409.79213327,69087700.34,2561.0,567.0,448.28085377,71778606.76,2318,581.0,524.83553245,0.0917929345
Apomorphine HCl,Apomorphine HCl,1,,,,,,,,,,,,,235059.79,16.0,11.0,339.19161616,337558.69,32,,348.35778122,0.0270235602
Apraclonidine HCl,Apraclonidine HCl,2,447367.45,5306.0,2038.0,11.357836762,393003.97,4223.0,1524.0,11.780648493,389748.73,4060.0,1692.0,11.807570125,372639.21,3962.0,1695.0,11.720309991,320356.1,3368,1543.0,11.279219025,-0.001734983
Aprepitant,Aprepitant,3,6426523.27,9211.0,3646.0,145.05466417,6894884.47,8449.0,3209.0,146.4225005,7213059.56,9232.0,3801.0,131.670805,8380869.38,9411.0,4178.0,128.92443089,8623535.22,9992,4705.0,124.75174744,-0.036994572
Apretude,Cabotegravir,1,,,,,,,,,,,,,2684049.82,685.0,243.0,1296.6424251,10681953.99,2642,708.0,1337.9200889,0.031834269
Apri,Desogestrel-Ethinyl Estradiol,1,222978.55,7895.0,1679.0,0.5756097404,221132.44,7549.0,1638.0,0.5537170473,203598.88,7004.0,1549.0,0.5175352376,177524.66,6666.0,1482.0,0.4680261531,168132.7,6290,1455.0,0.454900799,-0.057140153
Apriso,Mesalamine,1,135753314.91,200293.0,38565.0,4.2848924288,28089239.02,43648.0,11253.0,3.9661725342,13566618.86,17900.0,4186.0,4.0737012809,8495149.14,10649.0,2198.0,4.3999059126,6835480.87,7969,1717.0,4.4116897164,0.007317222
Aptensio XR,Methylphenidate HCl,1,170664.2,545.0,118.0,8.4650560183,176304.3,582.0,111.0,8.7466125402,82078.43,271.0,50.0,8.5956503726,50132.83,205.0,41.0,8.6619318366,43594.72,177,36.0,8.4527395105,-0.000363944
Aptiom,Eslicarbazepine Acetate,1,103185870.14,82695.0,8912.0,33.122953775,120378678.09,89665.0,8889.0,34.877511378,124002820.08,86184.0,8334.0,36.96010236,131375196.72,85193.0,8365.0,39.376988034,142014028.46,84935,8348.0,42.45908127,0.0640459512
Aptivus,Tipranavir,1,2155233.93,1151.0,138.0,14.34183722,2013040.79,1010.0,117.0,15.239456675,1661841.33,840.0,89.0,15.994930894,1438151.49,689.0,74.0,16.877335234,1283060.4,577,65.0,17.694944146,0.0539283861
Aralast NP,Alpha-1-Proteinase Inhibitor,1,39833046.38,4199.0,337.0,0.56508068,38910884.25,3941.0,312.0,0.5694730655,39351752.95,3811.0,361.0,0.5866275797,41826030.25,3891.0,336.0,0.6114622907,37740595.01,3360,285.0,0.6334633545,0.0289701098
Aranelle,Norethindrone-Ethin. Estradiol,1,30632.05,753.0,129.0,0.9312068703,29320.55,718.0,105.0,0.9358020554,26430.58,622.0,105.0,0.9230165881,23253.78,535.0,85.0,0.8732830104,22091.48,491,94.0,0.8651112155,-0.018237493
